"","val_A_scaled","val_B_scaled","prob_A","prob_B","subj_idx","drift","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"683",70,35,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.82643985932333,1326,2676
"684",30,9,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,4.16943985932333,2862,4019
"685",80,40,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-2.13843985932333,956,1988
"686",100,40,0.4,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.915439859323333,334,765
"687",60,54,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.546439859323333,158,396
"688",50,40,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.25943985932333,668,1109
"689",70,21,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.902439859323333,474,752
"690",90,63,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.97943985932333,1085,1829
"691",20,6,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.33443985932333,248,1184
"692",90,81,0.9,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.713439859323333,366,563
"693",90,72,0.8,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.558439859323333,140,408
"694",80,24,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-0.730439859323333,202,580
"695",30,15,0.5,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-6.16743985932333,1538,6017
"696",100,70,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-1.00743985932333,510,857
"697",40,12,0.3,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,1.92543985932333,738,1775
"698",10,7,0.7,1,10,0.083606555016,0.658884275966667,0.150439859323333,0.520046542633333,0.72792513174,0.958926437833333,-4.05143985932333,2333,3901
"699",60,24,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-5.34703102406333,2060,4577
"700",40,20,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.31003102406333,2520,3540
"701",60,18,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-6.39203102406333,2972,5622
"702",80,32,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.72403102406333,548,954
"703",90,36,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.85703102406333,1222,3087
"704",90,54,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,2.08603102406333,730,1316
"705",20,16,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.94503102406333,1430,3175
"706",30,24,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-5.61003102406333,2138,4840
"707",80,48,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.52203102406333,0,752
"708",40,16,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-7.60303102406333,4111,6833
"709",90,45,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.47003102406333,0,700
"710",10,9,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.62303102406333,1858,3853
"711",40,28,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.06703102406333,1637,3297
"712",80,64,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.30703102406333,0,537
"713",20,18,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.80803102406333,392,2038
"714",60,48,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.17503102406333,644,1405
"715",60,42,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.64003102406333,1514,2870
"716",40,32,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-6.41903102406333,2478,5649
"717",50,30,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.40003102406333,630,630
"718",70,28,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,2.59803102406333,1092,1828
"719",100,90,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.53403102406333,764,764
"720",20,10,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,4.06203102406333,1698,3292
"721",20,14,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.98803102406333,1276,2218
"722",100,80,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.03503102406333,497,1265
"723",50,45,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.21803102406333,1138,2448
"724",60,30,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.09403102406333,102,1324
"725",20,8,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.65803102406333,492,1888
"726",10,3,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-6.26003102406333,2494,5490
"727",50,25,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-6.35303102406333,2088,5583
"728",10,6,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,11.2620310240633,2222,10492
"729",40,36,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-5.26703102406333,2036,4497
"730",100,50,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,2.99003102406333,1830,2220
"731",100,60,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.41903102406333,304,649
"732",70,49,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.84703102406333,980,2077
"733",10,8,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-13.0780310240633,2764,12308
"734",80,72,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.54903102406333,392,779
"735",70,63,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.99503102406333,384,1225
"736",30,21,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-7.80103102406333,2700,7031
"737",30,27,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,1.58203102406333,478,812
"738",20,12,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.07303102406333,1386,2303
"739",70,42,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.12803102406333,578,1358
"740",30,12,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,4.68103102406333,2324,3911
"741",50,15,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.67003102406333,1346,2900
"742",90,27,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.39803102406333,450,628
"743",60,36,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.88503102406333,2197,4115
"744",10,5,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,10.4070310240633,4182,9637
"745",80,56,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.80303102406333,1083,2033
"746",50,20,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-9.59303102406333,3374,8823
"747",30,18,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-5.00503102406333,1392,4235
"748",10,4,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.70803102406333,1778,3938
"749",50,35,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.58203102406333,1128,2812
"750",40,24,0.6,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-5.46003102406333,2186,4690
"751",100,30,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.53303102406333,0,1763
"752",70,35,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.87303102406333,304,2103
"753",30,9,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.28703102406333,2411,3517
"754",80,40,0.5,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.30803102406333,142,538
"755",70,56,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.63503102406333,740,1865
"756",100,40,0.4,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-3.47003102406333,1484,2700
"757",60,54,0.9,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-6.17403102406333,2768,5404
"758",50,40,0.8,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-2.58003102406333,522,1810
"759",70,21,0.3,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-4.79503102406333,1969,4025
"760",90,63,0.7,1,11,0.0750975880706667,0.401853731733333,0.770031024063333,0.493834190666667,0.736416417736667,0.961688073433333,-1.96803102406333,598,1198
